5109,4,"it skips quite a lot of thing, since both fellowship and the two tower are compressed into one two hour movie."
5129,3,funny how her mother is played by elizabeth the 1st and william iv is played by prince albert
5131,2,"so while the chorus girl shuffle around backstage, bumbling detective victor mclaglen ogles the girl while he tries to solve the backstage murder of an unknown woman"
5187,3,"power relation become a vital theme, as society's outsider merge in a mini-family."
5196,4,society en masse is much less evolved than the individual feel ensured that we are
5211,14,"and... they need not worry about reporting in to the parole officer, because his moral weakness leads him to stash his wandering wife in the basement"
5253,11,republic's vast store of stock footage from serial and b's was utilized to give scope.
5270,0,a have a female friend who is currently being drawn into a relationship with an sob who has a long term girlfriend.
5281,30,"as i read the escalating number of woman and child dying in iraq, i am thinking, ""where did we lose our sense of honor as a person?"""
5317,0,i remember first watching sabrina when it came to tv in the uk on itv1 when i was 13/14.
5320,3,"when looking for an old classic film to watch a few week ago (now being 15), i dug out the vhs of homeward bound."
5346,7,"we are a decent country, but why does our medium and government have such a problem with sharing with the poor?"
5349,0,just imagine what school would have been like in a world like this: the kid are one big gang who have really good taste in music and unite against bad headmaster and teacher.
5368,2,"unexperienced in the way of female and courting, brooklyn quickly enlists joe to help him win aunt susie over."
5408,4,"remember when john was in love with diana hyland from eight is enough, think of ashton with demi moore."
5627,2,"that is to say, they were not slave, but they were still exploited to a certain extent"
5804,11,"it is much more subtle than, say, babel, and has a much more close-to-home ideal"
5857,5,"she nails mrs. chamberlain's mannerism, the accent, and even look."
5874,1,"especially at christmas time, because there also appears a ""mc santa claus"""
5997,1,"at the time i was eleven year old, so perhaps i was too young to really get into the storyline and understand the whole scenario."
6061,3,but the bomber has already struck and haim has left the restaurant just minute earlier.
6190,11,"as for the "" special relationship "" between britain and america - what special relationship ?"
6199,1,"i would say most likely he was in his prime back in the late sixties/early seventy and anything lately has been a bit too strange for me, and it takes a lot for me to declare that."
6245,1,about 4 year later i had the privilege of seeing luciano pavarottus sing at the metropolitan opera house in new york (in tosca) so seeing the ending of this film reminds me very much of that great night.
6269,3,"though both guy are initially attracted to grayson, she eventually voices a preference to joe but clarence later hooks up with a waitress (pamela britton)who, he learns is from his hometown of brooklyn."
6527,6,"until she had met cortland, she did not understand why these man gave up everything for happiness."
6607,3,"if you have digital cable, one gets the menu on bottom of screen to give what is on."
6687,0,"if i remember, ira gershwin, the lyricist and brother of george, offered the gershwin catalog for this film and it was snapped up by the producer."
6722,8,"one reason i was a 'frequent viewer' was that i, and my friend, would bring other ""groove tube"" virgin to see it."
6888,26,"he is riddled with doubt, he is drug addicted, he is paranoid, he is surrounded by those who want to take him on in a bloody take-over, his trophy 80's american blonde drug addicted wife he finds out is a bore, he needs to keep atop of his empire because...he is going down"
6955,6,"instead of picking on psychiatry, it defines it, not as someone who heals you magically, but rather through the necessity of talking out your feeling to an impartial someone you can trust will not judge you, but rather will guide you though your thought."
6997,4,"this is not a new release, it is out on video and air on cable almost every week."
7007,6,even when everyone knows how this is all going to end due to the fact its all based on real life event
7039,2,"an american flag stands proudly on the centre of his desk in the foreground of the shot, but as he speaks, it slips out of focus as his plan veer into morally dubious territory, as if it does not want to be associated with the course of action the government man decides is necessary in the interest of national security.this shot effectively captures the mood of the film."
7067,6,"it was england in the 90's, both urban and rural, without being depressing."
7141,9,i felt really sorry for toby (will thorp) when he came out of the possession for the 2nd time because he was so scared.
7177,12,he gets picked up for speeding by the sheriff on purpose.
7198,8,"of course hollywood has often had an ""any old accent will do"" policy - my other favorite is greta garbo (swedish) as mata hari (dutch), who falls in love with a russian soldier played by a mexican (ramon novarro)."
7208,2,"after the war, he lives anonymously until competing faction wish to dig up his past."
7235,5,"there was no cast listing, which reinforced the documentary flavor."
7249,3,luise rainer is a servant girl who gets married to muni.
7390,0,"i have always had the philosophy that every single human being has different taste,"
7472,0,"in black mask, jet li plays a bio-engineered super-killer turned pacifist, who has to fight against other super-killer."
7504,0,"this picks up about a year after the event in ""basic instinct""."
7508,6,"this may be because i have become desensitized over the year do to my obsession with horror, but i think it is safe to say that any true gorehound could sit through this with ease"
7545,1,lily's father had forced his daughter into prostitution at the age of 14 and she grew up in a steel mill of a town with very poor person and her father ran a speakeasy which brought into his home all kind of male character who had their eye on lily.
7635,4,"although there are plenty of thoroughly interesting thing you could talk about; it is sort of like my dinner with andre, where there is a conversation, but it is not just the conversation that matter"
7638,9,"the fear is not in death, but in not knowing.the acting is roundelay good."
7750,4,paulie helps marie learn to talk and they become best friend.
7761,3,"she finds that she can not afford most property she looks at, but thinks her luck has changed when she finds a fully furnished apartment for an affordable price."
7805,10,"there are moment when she almost teeter, but she consistently exudes charm."
7821,1,"the next game i planned to get was everything or nothing, because my friend told me that it was better than the two game i already had."
7847,5,the planet'ss natural resource have been exhausted and basic food has been reduced to simple staple.
7897,3,i am sorry it did not materialize into a series.
7959,5,"she showed that she could do comedy in the original series, but it was mostly wasted in this movie."
8001,0,just a note to add to the above comment.
8020,13,"as a man is running through the forest from the creature, he spots the expedition that has gone on looking for it."
8119,1,"polouse believe jean simmon is guilty of a crime, when she plainly is not."
8126,3,"after analysis, dr. melfi concludes that tony's problem actually derive from his mother livia, who's suspected to have borderline-personality disorder"
8168,2,"the dad is called jame, he tries to run the house, but his wife florida always gets the better of him."
8177,0,i watched the movie while recovering from major surgery.
8217,0,"probably the two main significance of ""elmer's pet rabbit"" are that the wacky leporid featured in ""a wild hare"" now has a name, and that he utters his famous ""of course you realize this means war!"""
8226,6,"a few year later, murder begin to occur...even though he only made two giallo's, miraglium does have his own set of tribute."
8528,2,"though he could be accused of killing her, he really kills only her spirit and will to live, after which she becomes a drug addict and ultimately dy from an overdose."
8594,3,"one family braves the cold, the treacherous mountain range and predatory criminal only to discover that there is not always a shining white light at the end of the tunnel."
8613,13,"their reason was ""black and hispanic drag queen are not academy material""."
8631,6,"ship sunk by air-power, an undeclared enemy sneak attack by airplane."
8650,2,the hospital staff and his fellow wounded marine can not get through to him.
8659,6,we witness how he goes from respected professional to psycho murder in a day.
8662,4,"after a wonderful first day, lindy put baby azarium to sleep in one of the tent."
8666,2,"went and saw it with the girlfriend last night and had to use the ""i think there might be something in my eye"" routine."
8682,2,modesty's history as a child is shown and is very true to the original.
8730,1,i missed it when it was first on in 2003.
8761,8,veoh.com is your last hope to get hold of episode unavliable in the shop.
8836,0,"fred astaire and ginger roger, hollywood's premiere dance team, were usually dressed to the nine and gliding through elaborately exaggerated art deco set in the 1930's."
8932,2,space cobra is the funky tale of a smuggler and rogue who becomes involved with the three sister of an ancient and dead planet and an evil force who wants to harness the planet power.
9031,6,he asks the cab driver how to find this guy.
9088,2,dr. felix benet (bela lugosi) develops an antidote--but rukh start to go mad due to the radium and the antidote and sets out to kill all he believed wronged him
9123,6,"on the other hand, my two daughter fell asleep on the couch!"
9126,10,"that the abortion is only an easy exit: sadness, regret and unhappiness will be there after abortion."
9130,4,"naturally, cutter and macchesney drum up assorted scheme to derail ballentine's plan."
9143,3,who owns how many zombie to do their bidding like robot (they have become a mark of social status)?
9144,9,the bond made between man and horse in this film was so inspiring and made you want to spend more time with your horse.
9912,11,"after grace hartman's death, her husband had a long career as a character actor, just occasionally dancing solo."
9989,4,"as the day, week and month begin to pass jack become more and more insane, danny keep 'seeing' thing and person while wendy become frantic as she does not have a clue what is happening to her family, as a heavy snowstorm leaves them trapped jack finally loses it."
10129,0,"he is the quintessential narcissist and manipulator; in this case, portraying attorney (and murderer) tom capano"
10274,2,"he imitates the original shan te, tries all manner of trick to get into shaolin temple to learn and eventually gets some unique skill to fight some bullying boss."
10349,3,at first everyone is trying to hide the truth from marcel
10364,3,"through the coarse of event kei's true nature is shown, yet no one shuns him away"
10396,0,"errol flynn had one of his favorite role as the brash braggart from a fighting irish family who went on to become the heavyweight champion of the world at a time when john l. sullivan (ward bond) went around claiming that he ""could beat any man alive."""
10689,5,the story starts with charlie escaping from death row and swaggering off to the nearest club to do some gambling.
10694,2,"he trades his mechanical skill by some food and lodging, and has an affair with giovanna."
10969,2,"the objective now is to get 50 car stolen in 3 day, with the help of randall (nicolas cage), a retired' booster and also kip's brother and a couple of old friend of randall's."
11016,1,"soon he begins to go too far, feeding a growing sense of unease in sterling, especially when his son begins to idolize the wily criminal."
11125,6,corbett leaves his mundane life behind and builds a new persona as gentleman jim.
11174,5,"on the one hand we have deputy major, eddy calhoun (cusack) unknowingly tearing at the old boys network that forms the hart of major of new york's administration and on the other hand we have the mob boss zappati who's deliberately trying to maintain the status quo through all mean necessary."
11243,4,email me for a chance to see it
11244,2,i just want to warn anyone who has seen this film or plan to watch this film as presented cbc television in canada: the version that air are the cbc is like the reader's digest version of whale music---do not watch it.
11327,1,"they could not live together, nor apart."
11670,3,"macarthur's speech portrayed in the film as his 1962 address to the u.s. military academy on accepting the thayer award did not contain the phrase ""old soldier never die; they just fade away."""
11694,4,"he is trying to atone for his sin - yes, gary did attempt suicide after the initial doc was aired - through correction, commentary, and convention, reclaiming such hollywood-narrative standbys as the best friend and the defiant happy ending"
11728,5,"instead of a jewish/russian milkman, the protagonist gustad noble is a banker in 1970's bombay during the time of the muslim/hindi war with pakistan."
11819,3,"cleveland is more than just a business owner, he is the town boss which he runs from a wheelchair."
11857,8,"the one moment of naturalism is when atilla holds his baby son for the first time, and lang actually emphasises the tenderness of this scene by building up to it with the wild, frantic ride of the hun."
11942,8,"who can forget in the first film when she tells the cop, ""if you are gonna arrest me do it...otherwise get the f**k out of here!"""
11983,1,"best line missing from the quote section btw ~ 'once you have had a clown, you never go back!"
12049,5,"and ""do you have a flag?"""
12055,1,the plot of this one follows a man that invents a cloth that neither gets dirty nor break.
12198,0,"i had the tv on for a white noise companion and heard"" $400 for a fully furnished apartment"" so i ran into the tv room expecting another 70's flick and got much more."
12208,2,he also let his pare not stay in his huge apartment in new york city.
12360,7,"while there are no extra on the dvds, and the sound quality of the print vary, these film provide insight into the mind of american two third of a century ago, when racism was overt (as in many of the classic warner brother pro-war cartoon of the era), and there was nothing wrong with blatant distortion of fact."
12520,5,(note to fellow sker: they appear to be using norton sound kayak with single blade paddle)
12574,50,it is loaded with bonus feature that include about 6 hour of documantaries and different commantary track.
12631,5,"some are braindead while other say funny line, but who expects consistency when it comes to italian horror?"
12653,1,"i am 34 now, have not seen it since i was 12-14"
13052,11,"along the way, the hit-man in trying to hide in a dump, finds a woman being raped and mistreated by some man"
13054,0,however the only reason i wanted to see it in the first place was because i was curious about what the great henry fonda was really like at his peak.
13146,0,"i watched this over the christmas period, i do not know why but it reminds me of christmas so i watched it, so there we are."
13161,2,"the film opens with hanzos assistant scared by a ghost, and typically he decides straight away that he needs to have carnal knowledge of this ghost."
13216,0,deranged and graphically gory japanese film about little being taking person over and turning them into necroborg-zombie like machines- which beat and hack each other apart so that the winner can eat the loser.
13219,15,sinatra try hard but is wrong for the role for several reason as nathan detroit
13319,6,check out the schedule here - http://www.hbo.com/apps/schedule/ scheduleservlet?action_detail=detailandfocus_id=598947
13395,1,this samurai war between heiki's clan versus genji's clan touch the zenith in the final showdown at gojo bridge.
13416,1,something the recent tomb raider film lacked.
13542,2,"nowaday, joe bob (real name: john bloom) is confined to doing the supplemental feature of such classic as ""i spit on your grave"" (featuring what some exploitation fan call the greatest gang rape on film of all time), and jason x, one of the most reviled friday the 13th sequel of all time (the series was never the same once it left paramount)."
13837,0,a few summer space camper actually were accidently sent into space by a robot.
13847,3,wilhelm grimm is totally unrepentant and one by one witness are called who reveal grimm's life since 1919 in a series of flashback.
13925,0,new york police detective mark dixon (dana andrew) is a guy who has to deal with his own demon on a daily basis at the same time as coping with the normal up and down of everyday life.
13933,3,see if you can recognize john goodman before he put on weight
13947,2,"as the sullivan drive round america trying to escape from a psychotic hit man you think of the getaway , irish gangster is miller's crossing whilst the subtext of guilt and redemption can be summed up by coppola and leone's gangster epic."
13960,0,"i found this show really late at night, and gave it a try."
14093,1,"it was being shown on ""chiller theatre,"" a regular fright feature that i watched religiously as a young 'un."
14114,4,i own the fullscreen version
14163,9,"pensacola is world renowned as a navy town, an aviation town, a lumber town, and sometimes even as a hotbed for political controversy"
14316,6,"what do man do when they are with a situation that is ""hard pressed"" in real life?"
14410,10,lauren bacall is appealing as the british girl who falls for him.
14415,2,the fabric repel dirt and can never wear out!
14524,3,"when his wife is framed for murdering the governor by a team using a look-a-like cyborg, it is up to eric to clear her name."
14561,1,today they showed vanilla sky on tv and as i had nothing better to do
14759,1,the plot consists of lily mar tagging along after producer john thornway for her big break.
14775,8,at first we were confused and were screaming for the dvd player to be turned off but thankfully in our abnormal state no-one could be bothered.
14852,4,"he does not seem to lack money, nor is he in any danger."
14935,12,"in comparison to march of the penguin or grizzly man, it does not really hold any measure but it stands great on its own."
15058,1,"with the exception of stewart and novak, the warlock and witch represented that alternative lifestyle."
15111,9,"at one point, newcombe pull stunt designed to generate publicity by sending appare not death threat and hate message to the warhol (in a box containing live ammunition and insult like a bar of soap 'to clean up their act')"
15136,0,when i was over at hollywood video i looked through their clearance out movie and there was demonicu for five buckaroo plus fifty percent off
15215,24,"""we are in heaven and we just mugged three person."""
15413,4,this lack of willie is again just being faithful to the modesty blaise chronology since the movie takes place in the very early day of modesty's career.
15557,6,bill pullman is weakest with his lazy drawl and gravelly way of talking
15564,0,i went to this movie only because i was dragged there and i would have left again immediately because the audience consisted mainly of elderly person and i felt out of place.
15633,0,i first saw blood of the samurai at its premiere during the hawaii international film festival.
15821,1,"when we left the theatre, michael was our best friend even though we knew he had no idea about it"
15954,3,there are some animal in danger to disappear.
15959,0,"i recently rented this doc, having remembered hearing about it from imdb.com and being intrigued by the premise."
15993,11,"lugosi also has some of the best line in the film, including a memorable warning to the police trying to catch rukh, of which i am in alignment with horror film writer john soister on - ""and if he (rukh) touches anyone?"""
16042,3,"mistaken for a contract killer named lyle from dallas he is shocked to be offered $10,000 to murder the wife of bar owner wayne brown"
16043,6,they recognize that they went to film school in la and are obviously proud of that fact.
16205,9,a map is found by a mystery man who turns out to be the scorpion but know one know who he is.
16439,14,but hey tell me if you really know some film which is similar to pet sematary!
16506,1,"an expedition is sent out from earth to the fourth planet of altair, a great mainsequence star in constellation aquilae to find out what happened to a colony of settler which landed twenty year before and had not been heard from since"
16583,12,i have to remind myself the time this took place!
16596,6,one hopes that future will come sooner rather than later
16653,0,to me a matter of life and death is just that
16660,1,some movie i love did poorly at the box office
16713,4,growing up in orange county in the 80's i surfed up and down the local beach and so did my dad when he was a teenager
16880,9,it is not a good idea to think too much either during or after the movie
16991,9,it is a tale of survival of woman in feudal japan
17168,3,he brought havoc onto his colony when he destroyed the food that were for the superior grasshopper
17343,11,and except for a few slip out of georgia into chicago on the part of
17396,8,she will hopefully be around for a real long time
17436,0,o my gosh... just give me a minute to breath
17524,0,the film itself took less than a month to film as johnny felt the strong presence of god guiding him through it
17567,1,"i am not going to say what, if you have not seen it...you will have to find out for yourself"
17645,0,raggedy ann and andy is the first movie i ever saw in the theater
17666,0,there are many of his work that are more hilarious
17727,0,"while i have a great respect for disney's animated film, as of late they have not really been what i would call ""must-see"""
17732,9,"if you remember correctly, the first episode steven deknight directed was agless from season 4"
17734,3,do not buy the dvd
17739,0,a sort of multi layered drama that focuses on a man writing a play about his life experience that are happening to him right at this moment
17775,11,"joe makes some money and soon joe takes ratso on a ratso's dream spot, florida"
17817,4,"but after reading the reviews here, i decided to give it another chance and bought the dvd set and watched the whole pilot the first day i got it"
17855,0,"joan fontaine is ""a damsel in distress"" in this 1937 musical starring fred astaire, george burn, and gracie allen"
17912,9,i will be keeping an eye on the future releases of the director and the cast
17938,3,the dentist really starts to loose his mind
18067,6,"first of all, burton would not be burton, if he would not refuse to call it a remake from the start; it is a `re-imagining'"
18084,0,"when i started watching ""fay grim"", i had no idea that it was a sequel to ""henry fool"""
18137,0,i went to see hamlet because i was in between job
18148,7,"jover plays the vampire very seductive and very sexy, moving as lithe as a cat, attacking as fast as a snake and dressed in thin, light almost transpare not very erotic cloth"
18162,0,she turns the table and gives jame russo a taste of his own medicine
18185,1,i went mainly because disney promised to plant a tree if i go see it on the opening weekend
18218,0,the great cinematic musical were made between 1950 and 1970
18244,0,i read the book and saw the movie
18275,0,"when i first heard about moon child, i thought it was a joke"
18305,3,i am mainly rating this film through child's eye because i have not seen it in year
18426,14,he is uncomfortable with what he sees as the unsophisticated behavior of his father and brother
18457,0,if you have ever read and enjoyed a novel by tom robbin you will appreciate this movie as a whole-hearted attempt to translate his outrageously unconventional writing style into a workable piece of big screen art
18468,5,this is a poker of movie everyone should have in his private video collection
18472,8,"one would have to be completely ""out of touch"" with, or completely indifferent to, the behavior of teenager to miss the resounding authenticity in what these three young lady bring to the screen"
18526,0,"if you cannot enjoy a chick flick, stop right now"
18586,2,"he does not have to verbalize or rationalize his action, he simply decides and takes action"
18660,0,"the past few month i have collected voyager season 4 to 7 on dvd (i only had 1 to 3 on video before that, because ke is my favourite character) and have just reached the end"
18663,2,"let's hope the producer and cast get the next series ""crusade"" up to the standard of b5"
18757,18,hat off to the courage of the swiss crew who did that
18802,0,i remember this movie from the 50s when i was in college
18969,3,i hope they put this show on dvd or something
19004,3,"scarecrow kind of remembered me of ""child of the corn"", but still not"
19066,3,"there is always a risk, when making message about the value and dignity of ""common person"""
19073,1,i was also surprised to find that the voice of paulie was performed by jay mohr
19192,5,i was too afraid to go onto disc 6 thinking that it would be ending
19241,7,polly moran is a maid
19246,2,it is hard to say which episode was my favorite
19265,1,there are many plot and turn
19274,0,"as a long time red sox fan, i just had to go see the movie"
19385,0,you have to see it to believe it
19388,1,"this is the only time i can not decide which was better, the book or the movie"
19413,2,i will go into the plot later on
19455,0,"well, magic work in mysterious way"
19581,0,there is a legion of mick garris hater out there who feel he could not direct a horror film of quality if he had to
19601,0,"abhay deol's second film, written by imtiaz ali, maiden directorial effort by shivam nair"
19622,4,good rental
19639,12,"hamilton is best known for his nude, but they are just a part of his work"
19708,1,i thought the chase was put aside the relationship between the two was foreground i think
19806,0,i had heard this movie was good from a lot of my friend that saw it
19860,12,"i am thirteen, and you do not see me whining, especially since i was exactly like patty before i re-accepted christ into my heart"
19899,0,i am one of jehovah's witness and i also work in an acute care medical facility
19956,3,china and its person is an amazing canvas for film-maker
20031,1,"i remember movie about vietnam or wwii, lot of firing, everybody dy, bam bam"
20036,2,"the plot, however, is completely different"
20112,11,the cut made before the film went into release are forever lost
20319,13,"in a side-note, the film's technical advisor was laurie cabot, salem's official witch"
20347,0,"i first saw this in the movie theater when it came out, and the crowd was really into the movie which made the experience all the more fun"
20381,0,four macho rough'n'tumble guy and three sexy gal venture into a remote woodland area to hunt for a bear
20397,0,i stumbled on this series rather by accident
20549,3,"""10 item or less"" has a similar conceit to film like ""before sunrise,"" ""lost in translation,"" or more recently ""once."""
20613,5,yet he is totally tough and icy cool
20658,4,"she ends up falling for stewart, but not before she is passed around a bit"
20750,0,"i remember this movie in particular when i was a teenager, my best friend was telling me all about this movie and how it freaked her out as a kid"
20840,0,"why can not more director these day create horror movie like ""the shining"""
20842,1,"based on the tragic event of the september 11th 2001 in the united state of america, eleven director were invited to give their approach to the american tragedy"
20863,0,like a streetcar named desire (also directed by gadg both on stage and screen) panic in the street depicts a new orlean in which its major claim to fame - the birthplace of jazz - does not even rate a mention
20897,4,this type of love was considered shameful and something to at least keep hidden at that time
20940,0,"i was not alive in the 60's, so i can not guarantee that this movie was a completely accurate representation of the period"
20988,10,we should remember something like the war forever
21000,6,you are not supposed to compare this to an arthouse film or to a bloody slasher film
21019,13,"twitch, i think, is the voice of nemo from ""finding nemo"""
21043,1,"like its unofficial remake, murder at the windmill (1949), the murder plot is just an excuse for an elaborate girlie show with kitty carlisle and gertrude michael leading a cast of super-decorative girl including ann sheridan, lucy ball, beryl wallace, gwenllian gill, gladys young, barbara fritchie, wanda perry and dorothy white"
21103,0,"when troubled housewife is brutally murdered by a bizarre stranger, the victim's son joins with a prostitute to uncover the killer"
21195,5,i do not wanna write a book here
21211,12,diana has found her elemant
21265,11,she becomes the centre of the film's universe as well as our
21320,0,the only notable thing about this film is that it was steve mcqueen's first big starring role
21395,0,portray the day to day stark reality of survival on a ranch in the old west
21442,1,i saw this movie when it first came out
21455,0,i took my 10-year-old daughter to see nancy drew over the weekend
21494,6,how will he know which of them is bad
21571,1,am i saying this because i am a huge silverstone fan
21617,1,the wife later rebel against the blackmail scheme but is killed in a fit of rage
21638,0,"this is, above all else, the typical crown international picture drive-in"
21697,3,"though i am a bit too young to remember it fully, the minutiae of lancashire life in the 60 is all here"
21716,0,this film deals with the irish rebellion in the 1920s and more specifically one man's life after he informs on a friend for the bounty on his head and the subsequent consequence
21757,1,she portrays a jewish girl who behaves really confronting the status quo of that century
21871,0,i recently watched the '54 version of this film with judy
21893,7,"it is not what happens, it is how.and a note of warning: there are also some fart joke"
21928,0,"the documentary present an original theory about ""gun, germ and steel"""
21962,0,some film manage to survive almost on originality alone
21970,0,after reviewing this intense martial art movie for the first time in nearly 18 year
21976,6,i am only wondering what happened to miss porter
22027,3,"despite hollywood's ""dialogue"" myopia, cinema is not about dialogue"
22077,5,you will be able to recall experience from your own life
22132,1,in fact i saw this movie the night after i had been at a crazy party
22179,0,zero day is based of columbine high school massacre
22294,6,possibly because puma is now having a massive comeback
22299,,
22342,0,"nobody truly understands the logic behind the numbering of italian zombie-flick, but  honestly  why would we bother"
22349,0,"when i first found out that brian krause was going to be in this movie, i wanted to watch"
22395,0,i once lived with a roommate who attempted suicide
22430,0,what is very french about this film is the time taken to establish the two leading character
22538,0,dear god where do i begin
22560,6,legend of zu is possibly 6hours condensed into 1h40
22616,1,i started watching it about two and a half year ago
22650,2,he views the earth and nature with such admiration and respect that it is primitive in a good sense
22846,0,"this is the second movie based on the life and time of ultra hung porn star, john curtis estes, better known as john holme"
22884,0,"when i was six yo, i learned about a series called ""los campeone"", and even if i was just a kid i did everything i need to convince my pare not to let me watch ""the champion"" and ""the avenger"" once every week"
23002,4,"how much to russia, how much to britian"
23005,9,hispanic and asian in particular seem cursed to playing villain in western and action movie
23021,0,i am a big fan of film where person get conned
23078,1,but good there is also a pause-button
23109,0,i was a junior in high school when this sitcom first aired on abc
23136,1,i really like film that surprise you with some person that are not who they want you to believe and then twist and turn the plot
23202,0,this film may have a questionable pedigree because it was made for tv
23366,0,"first off, i would just like to say what a big fan of bette midler's i am"
23475,4,"should anybody be surprised that these 3000 death are given the same weight elsewhere as the west gives to thousand tutsi, tamil, bosnian, chilean, kurdish (need we go on) victim"
23479,2,a time-traveling convict from the future who literally does not know whether he is coming or going as a team of scientist keep sending him back to the wrong era while trying to prevent a 1995 plague that is deadly to human but harmless to animal
23527,0,white man + progress + industrialization = bad
23536,0,"i am an major movie buff, most documentary do not hold my attention"
