13925	17	"where the sidewalk ends" is a thoroughly engaging tale involving a group of interesting and diverse character and a main protagonist who is the absolute personification of moral ambiguity.
13933	2	strauss is completely believable in his role, and pamela reed is, as always, wonderful.
13947	4	but if you stop to consider how much of a sentimental mess spielberg might have made with the story that revolves around a father and his twelve year old son running for their life you can not help thinking what a superb director mende is road to perdition is a film where the entire cast give flawless performance .
13957	1	here the effect is much more realistic and really gets inside the head of the three protagonist as they fumble their way through an adolescence riddled with pitfall.
13960	10	like i said before, it is refreshing.
13973	0	i love this show
14093	5	i have already watched it four more time, and cannot seem to get tired of it
14114	0	definitely one of the most witty and twisted who-dunnit i ever seen.
14163	16	watch and listen, world.
14201	2	the ending was so funny that tear were rolling down my face and it had me wishing i had not bought that large coke.
14316	1	i love this movie from top to bottom.
14410	19	but the story and acting can scarcely be bettered.
14415	0	in my mind the best of the ealing comedy and one of my favourite film of all time.
14524	9	my other favorite bit involved a neighborhood girl coming over to perfect her karate in don's simulator.
14561	3	i was surprised by how i was affected watching it.
14759	3	i really recommend this film for everyone.
14775	12	this was a film that you can truly wet yourself laughing at.
14852	21	i recommend it to fan of the franchise and of british comedy in general.
14917	4	you will not be disappointed, just awed.
14935	3	this is absolutely one of the most touching and informative documentary i have seen in quite sometime.
14970	17	will smith should have been nominated for a best actor award.
15058	10	i am in my late 50's now and re-watched the film yesterday evening and those same feeling stirred as i watched that hat touch down fifty year later .
15091	4	i was also impressed with the cinematography, using animation and digital animation to create a seamless network of pan and tilt.
15111	2	what makes it special is the examination of the complex contrasting personality and the irony of success and failure
15136	8	also the movie also has some major error like a guy is running and trying to find his girlfriend in the night and is still running in the day time still searching for her with out taking a break!this movie has some error but it is not a classic like werewolf but it is entertaining if you like really low budget error prone movie then you better see demonicu
15215	22	so, despite looking like a nickelodeon production, this is incredibly interesting.
15236	2	the writer director not only tackled the challenge of directing his own work, but gives a hilarious performance as an evil roommate.
15372	0	tho 35 year old, groove tube looks a lot like actual tv today
15413	0	this is a good movie, although person unfamiliar with the modesty blaise comic and book may find it a little slow and lacking in action.
15557	10	the film also has a brilliant soundtrack
15564	2	the character were all very real and believable and i found myself discussing the film, the character and the storyline for hour afterward.
15633	3	especially for those of you who enjoy all those japanese chambara samurai and ninja film, you definitely have to see blood!
15671	3	a surprisingly good-spirited and unapologetically raunchy romantic comedy
15821	2	even seeing a few second of it would bring back that feeling of magic and warm my heart.
15954	5	this documentary offers many exceptional picture that i have never seen before.
15959	9	i would basically recommend this for anyone who likes film in general.
15970	0	spider-man is in my opinion the best superhero ever, and this game is the best superhero game ever.
15993	3	but, it is very worthy of both's talent and is a fun film when re-visited
16042	16	i look forward to more like this from director john dahl.
16043	4	first of all the film was completely factual about a beautiful city
16205	20	very unique story makes this film different from all the other and most of chang story were in a class all by themselves.
16402	5	great directing, fantastic score and of course a script that will knock you on your arse.
16439	5	i have to see this maybe once in a month, and on every new year´s eve i watch this with a 12-pack of beer and bunch of friend.
16506	1	i was about 9 yr. old and found this movie both highly entertaining and very frightening and unlike any other movie i had seen up until that time
16583	0	i myself feel this film is a rare treasure
16596	0	not a bad film
16653	0	 simply the best film ever made.from beginning to end it oozes class.
16660	6	overall, this movie is a fun and enchanting classic that i have loved dearly for year
16713	0	this was the best documentary i have ever seen
16880	0	beautifully filmed, well acted, tightly scripted suspense movie
16991	12	it is a lovely, quiet and soul sustaining movie, and one to be treasured for any movie collection
17168	13	i rate this movie 10/10
17343	10	the casting was excellent all around
17396	13	i specially like it when she sings a duet
17436	1	this movie takes you on an awesome ride and does not let you go until the very last blow in your face ending
17524	1	in summary i believe that this film is one of the world great documentary
17567	6	the idea over-all is that the story is very well tied together
17645	5	i loved raggedy ann and andy
17666	0	this movie is really funny
17678	0	this movie is light, funny, and beautifully filmed
17727	6	this is the most entertaining disney film i have seen in year
17732	0	this particular episode of smallville is probably the best episode to air since reunion
17734	0	my two kid were glued to this movie
17739	4	this is a fun film actually
17775	0	first i would like to say how great this
17817	1	this show has improved very much over the year
17855	7	definitely worth seeing
17912	0	this movie depicts the nature of the finnish society very accurately
17933	0	wonderful movie with good story great humour
17938	1	this movie is a pure pleasure
18067	9	burton does a brilliant job by answering open question of the original first
18084	9	i must say that i am quite impressed with what hal hartley has accomplished here
18137	11	this should have swept best picture, best actor, best direction, best cinematography
18148	20	tommy lee wallace did really a great job
18162	1	a must see for any movie fan
18185	1	it was simply amazing
18218	16	the musical number are staged with incredible precision and sense of spectacle
18244	2	the movie is diamond among coal during this era
18275	2	it is very, very heartfelt, amusing, with fun choreography, a touching score, and a fun cast
18305	0	bedknobs and broomstick is another one of disney's masterpiece
18426	0	this delighted audience at a number of film festival
18457	1	the actor and the direction of this film are both good
18468	1	it is equally fantastic and always reveal something new to me
18472	0	our song is a marvelous example of passionate, movie making at its aesthetic best
18526	28	a very special film with unbelievable acting, directing, and scenery
18586	0	i really liked this movie
18660	34	i loved seeing tom and b'elanna's relationship blossom against the odd
18663	1	i really think the television series did a much better job overall with the special effect and character portrayal
18757	15	i recommend to see the film simply because it is so crazy and totally trashy
18802	3	it is a real treat
18969	0	i really really love this show
19004	0	this is according to me a quite bizarre movie with a lot of humor in it
19066	0	the best thing about this movie is that it is fun
19073	0	i was entranced by this touching and hilarious film, not to mention surprised
19192	0	i am obsessed
19241	13	a sweet romance and delightful spoof of early hollywood
19246	0	is an absolute abc classic
19265	3	this film is very well directed by arne glimcher and the fine sound of jame newton howard is excellent
19274	1	it was great
19385	2	i am also convinced that this kind of documentary are an excellent way to wake up us in order to save our beautiful planet
19388	0	this movie is so wonderful, it is hard to find word to describe it
19413	0	is a funny but strange film
19455	5	altogether intense and entertaining and as i did not expect anything (a friend rented it), it was a positive surprise
19601	18	the supporting cast is excellent and i give this white night adaptation a thumbs up
19622	3	henry thomas's performance was a really lovely study in the power of acting that focuses on reaction rather than action
19639	8	this one is not put out of place and out of time
19708	5	i thought this film was pretty good and i would recommend it to any person who is a fan of british made film
19806	3	i would definitely recommend this movie
19860	4	they are also fun to watch in their simplicity
19956	1	solidly acted by the principal
20031	0	sniper gives a true new meaning to war movie
20036	4	the supporting cast (most of the folk from the first film as well as jeff goldblum, saffron burrow, and a much-welcomed return from 90s indie-darling elina lowensohn) is excellent and the film has lot of surprise
20112	13	four star for its cheesy-bizarreness alone
20319	11	the performance are good and the seventeenth century dialogue used in the film's many flashback sounds very convincing
20347	1	this is a great cast of character
20381	5	the pleasingly tight'n'trim 76 minute running time further enhance the overall sound quality of this bang-up horror/action hybrid winner
20549	17	i loved her in spanglish and she is equally good here as the tough
20613	0	stylish, moody, innovative revenge-driven bloodbath
20750	29	i just enjoyed this movie
20840	10	jack is terrifyingly convincing as a crazy killer
20842	0	this collection of eleven short story in one movie is a great idea, and presents some great segment, but also some disappointing surprise
20863	3	it is a very rewarding movie more so for being little seen
20897	0	this was one of the all time best episode
20940	3	this is a powerful and heartwarming film that i hope everyone gets a chance to experience
20988	0	this was a wonderful film
21000	0	surprisingly good
21019	1	i really like it
21043	0	this film is, pure and simple
21103	0	intelligent, stylish, and compelling thriller from the great brian de palma is a modern classic that firmly ranks among his best film
21195	0	this is a classic with so many great dialog and scene nobody should miss
21211	30	it is a positive film that for the most part is a satisfying experience
21265	8	the sheer magnificence of this performance is central to the film's turbulent nature
21320	2	the blob is cute, fresh and innocent
21395	1	outstanding acting by both principal actor
21442	0	this is a great movie if viewed in the proper context
21455	1	it was clean
21494	0	i really like this movie
21571	0	this is the best made-for-tv movie of all-time
21617	3	the script by columbo creator richard levinson and william link is precise, well-structured and well-thought-out and is underpinned by a steady, productive pace and meaningful sequence which really exhibit the unpredictability of the story
21638	4	become an artifact of the period that must be referenced in any honest retrospective of the period's popular american cinema
21697	0	this film has obvious appeal for me
21716	5	highly recommended
